,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
4933,Female,18,Yes,Noisy,9.79,2.5,50.8,56.2,50.4,65.0,57.3,Pass,332.4,55.4
4934,Female,17,Yes,Quiet,7.44,2.5,68.4,62.3,60.9,63.0,60.2,Pass,381.5,63.583333333333336
4935,Male,17,Yes,Moderate,7.58,3.3,43.6,57.0,51.5,38.5,52.0,Pass,309.0,51.5
4936,Male,16,No,Moderate,8.08,3.4,62.1,51.2,67.8,36.7,56.2,Pass,354.3,59.050000000000004
4937,Male,17,Yes,Quiet,5.51,4.3,39.0,43.7,48.4,44.6,44.6,Fail,295.7,49.28333333333333
4938,Female,15,Yes,Moderate,8.08,0.2,59.8,52.0,80.5,51.8,59.1,Pass,395.40000000000003,65.9
4939,Female,15,Yes,Moderate,6.78,3.9,51.7,51.7,54.0,51.9,53.2,Pass,352.0,58.666666666666664
4940,Male,15,Yes,Noisy,6.31,2.0,56.8,56.8,41.9,55.2,51.9,Pass,322.09999999999997,53.68333333333333
4941,Male,15,Yes,Noisy,7.82,3.5,38.1,34.4,36.6,34.2,35.6,Fail,249.60000000000002,41.6
4942,Female,16,Yes,Moderate,5.51,3.0,43.1,39.4,53.4,34.0,41.5,Fail,281.3,46.88333333333333
4943,Male,17,Yes,Quiet,7.94,1.6,41.4,48.3,49.4,37.1,44.8,Fail,282.9,47.15
4944,Male,18,Yes,Moderate,6.84,4.8,45.8,30.4,32.1,31.8,36.5,Fail,223.5,37.25
4945,Female,17,Yes,Quiet,6.9,3.6,32.1,43.0,36.1,41.4,37.8,Fail,260.09999999999997,43.349999999999994
4946,Male,15,Yes,Quiet,4.76,3.1,68.2,61.9,45.2,53.3,59.5,Pass,371.20000000000005,61.866666666666674
4947,Female,18,Yes,Moderate,7.9,5.8,63.9,49.9,67.7,38.8,50.6,Pass,343.80000000000007,57.30000000000001
4948,Male,16,Yes,Moderate,7.25,1.0,27.7,30.9,35.7,35.6,34.9,Fail,239.9,39.983333333333334
4949,Male,15,Yes,Moderate,6.53,2.5,57.2,50.9,43.1,29.0,42.2,Fail,313.9,52.31666666666666
4950,Female,15,Yes,Noisy,6.07,3.3,34.3,41.0,36.9,47.5,42.5,Fail,259.09999999999997,43.18333333333333
4951,Female,18,Yes,Quiet,7.78,0.9,73.1,51.5,50.1,54.3,57.0,Pass,344.1,57.35
4952,Male,16,Yes,Quiet,7.35,1.5,42.2,42.1,22.3,38.7,36.2,Fail,245.1,40.85
4953,Female,18,Yes,Moderate,7.01,4.0,32.7,54.0,57.6,63.4,54.4,Pass,348.3,58.050000000000004
4954,Male,16,Yes,Moderate,6.01,1.8,62.1,68.0,43.6,68.3,57.8,Pass,383.20000000000005,63.866666666666674
4955,Male,15,Yes,Quiet,7.3,3.8,55.3,65.9,51.2,52.1,57.5,Pass,356.0,59.333333333333336
4956,Female,17,Yes,Quiet,7.24,1.6,63.3,36.5,46.4,51.0,52.9,Pass,341.5,56.916666666666664
4957,Male,15,Yes,Quiet,8.32,5.5,45.7,46.9,49.5,46.2,49.7,Fail,294.1,49.01666666666667
4958,Male,17,Yes,Noisy,5.8,0.0,62.3,57.8,68.9,68.4,63.6,Pass,384.7,64.11666666666666
4959,Female,17,Yes,Noisy,6.28,4.0,50.5,48.7,44.1,50.5,49.7,Fail,318.9,53.15
4960,Female,16,Yes,Quiet,8.94,2.9,37.3,50.9,55.7,46.7,50.2,Pass,307.69999999999993,51.283333333333324
4961,Male,18,Yes,Quiet,7.19,0.2,83.8,73.5,76.1,69.8,74.7,Pass,460.59999999999997,76.76666666666667
4962,Female,16,Yes,Quiet,7.25,2.2,59.6,61.5,52.5,59.7,58.9,Pass,388.1,64.68333333333334
4963,Female,15,No,Quiet,7.97,0.0,43.6,47.2,41.7,43.4,45.0,Fail,289.5,48.25
4964,Female,18,No,Quiet,8.81,3.0,34.0,30.0,30.9,36.4,34.1,Fail,241.5,40.25
4965,Female,17,No,Quiet,5.84,1.6,44.2,49.7,38.2,62.7,46.8,Fail,325.5,54.25
4966,Male,17,Yes,Moderate,9.18,0.0,40.9,45.6,41.0,49.1,42.9,Fail,301.0,50.166666666666664
4967,Male,15,Yes,Quiet,6.96,2.7,51.5,51.6,44.0,38.2,46.5,Fail,328.4,54.73333333333333
4968,Male,18,Yes,Moderate,7.26,2.7,52.9,55.4,40.5,44.2,52.5,Pass,321.8,53.63333333333333
4969,Female,15,Yes,Quiet,7.06,5.7,37.2,43.1,29.5,44.8,42.0,Fail,267.40000000000003,44.56666666666667
4970,Female,15,No,Noisy,8.5,3.7,44.0,41.0,35.3,27.1,36.9,Fail,239.70000000000002,39.95
4971,Female,16,Yes,Noisy,7.96,0.0,64.7,56.3,60.8,72.4,63.9,Pass,393.40000000000003,65.56666666666668
4972,Female,15,Yes,Moderate,6.86,1.7,63.5,46.2,42.3,32.3,42.6,Fail,283.1,47.18333333333334
4973,Female,18,Yes,Quiet,5.87,4.2,62.7,53.3,52.6,51.1,56.0,Pass,331.3,55.21666666666667
4974,Female,15,Yes,Quiet,6.76,0.1,57.0,45.9,63.8,49.9,52.3,Pass,345.09999999999997,57.51666666666666
4975,Female,18,Yes,Quiet,5.66,1.3,44.9,44.2,31.1,47.0,42.8,Fail,275.0,45.833333333333336
4976,Male,17,Yes,Quiet,7.89,2.5,45.0,56.8,52.4,59.6,56.2,Pass,303.7,50.61666666666667
4977,Male,15,Yes,Moderate,6.32,1.7,27.1,19.7,23.9,7.8,20.1,Fail,198.6,33.1
4978,Female,18,Yes,Moderate,6.9,4.9,56.8,69.9,58.2,60.6,59.1,Pass,352.8,58.800000000000004
4979,Female,17,No,Quiet,8.17,2.8,63.0,54.4,56.8,52.9,60.4,Pass,353.7,58.949999999999996
4980,Female,18,Yes,Moderate,7.81,2.5,55.1,48.8,62.9,45.3,54.7,Pass,319.0,53.166666666666664
4981,Male,17,Yes,Quiet,7.38,1.1,53.6,68.0,61.6,46.7,61.1,Pass,357.2,59.53333333333333
4982,Male,16,Yes,Quiet,6.2,0.8,75.6,64.9,62.0,74.1,68.9,Pass,408.9,68.14999999999999
4983,Female,15,Yes,Moderate,7.49,2.7,28.3,29.2,24.5,30.5,29.5,Fail,201.9,33.65
4984,Female,15,Yes,Quiet,6.2,2.4,43.2,43.3,42.8,49.7,45.0,Fail,292.6,48.76666666666667
4985,Male,17,Yes,Moderate,7.49,0.7,48.2,39.9,43.2,44.6,45.3,Fail,275.3,45.88333333333333
4986,Male,16,Yes,Noisy,5.69,2.9,37.6,49.9,42.6,35.5,39.4,Fail,283.1,47.18333333333334
4987,Male,18,Yes,Noisy,8.21,2.6,36.3,43.7,49.2,51.6,44.3,Fail,301.59999999999997,50.26666666666666
4988,Male,16,Yes,Quiet,7.2,2.0,61.5,63.5,61.0,62.7,62.1,Pass,381.8,63.63333333333333
4989,Female,18,Yes,Moderate,6.99,4.3,43.9,37.8,35.1,37.7,37.3,Fail,269.9,44.98333333333333
4990,Male,18,Yes,Moderate,7.39,2.5,60.8,56.2,49.2,64.4,57.4,Pass,373.5,62.25
4991,Male,15,Yes,Noisy,6.88,2.1,50.0,56.5,57.3,50.3,54.9,Pass,317.9,52.98333333333333
4992,Female,17,Yes,Noisy,7.07,4.2,53.7,57.8,47.8,57.9,55.7,Pass,367.0,61.166666666666664
4993,Male,15,Yes,Quiet,8.29,2.3,63.4,62.9,58.0,66.7,60.5,Pass,406.6,67.76666666666667
4994,Male,15,Yes,Noisy,8.06,1.9,45.5,38.9,41.2,42.9,40.0,Fail,291.4,48.56666666666666
4995,Male,15,Yes,Quiet,7.71,0.7,63.9,68.2,64.3,62.5,68.1,Pass,392.1,65.35000000000001
4996,Female,18,Yes,Quiet,7.25,2.6,49.7,60.0,49.1,71.1,57.2,Pass,387.1,64.51666666666667
4997,Male,15,Yes,Quiet,6.68,3.9,51.2,61.0,71.8,80.4,65.2,Pass,416.4,69.39999999999999
4998,Female,18,No,Quiet,8.07,1.9,62.6,56.6,54.3,55.8,60.9,Pass,337.8,56.300000000000004
4999,Female,17,No,Noisy,6.09,0.5,54.3,56.1,48.7,49.2,53.1,Pass,325.80000000000007,54.30000000000001
5000,Male,18,Yes,Quiet,8.78,4.0,66.8,48.0,58.9,42.3,53.5,Pass,348.6,58.1
5001,Male,18,Yes,Noisy,7.71,4.1,49.4,48.4,40.6,51.5,49.4,Fail,290.3,48.38333333333333
5002,Male,16,Yes,Noisy,8.18,3.4,44.5,37.4,37.7,28.9,37.3,Fail,272.3,45.38333333333333
5003,Male,15,Yes,Noisy,7.47,2.6,37.0,43.0,34.3,33.0,38.2,Fail,252.6,42.1
5004,Female,15,Yes,Quiet,6.88,3.1,35.8,45.6,46.9,46.9,42.9,Fail,273.3,45.550000000000004
5005,Male,15,Yes,Moderate,7.95,0.2,30.6,42.8,33.2,37.3,35.7,Fail,247.00000000000003,41.16666666666667
5006,Male,15,Yes,Moderate,5.59,1.6,59.4,58.2,59.8,46.2,57.3,Pass,342.59999999999997,57.099999999999994
5007,Male,16,No,Moderate,6.41,3.5,70.0,79.0,76.1,71.9,74.2,Pass,415.4,69.23333333333333
5008,Female,16,Yes,Quiet,6.81,3.0,56.9,60.8,58.8,54.5,58.3,Pass,358.70000000000005,59.78333333333334
5009,Male,16,Yes,Moderate,5.62,3.9,18.1,42.3,36.7,23.5,29.2,Fail,213.5,35.583333333333336
5010,Male,16,Yes,Moderate,7.64,4.8,39.9,51.4,45.8,41.3,48.2,Fail,298.29999999999995,49.71666666666666
5011,Female,15,Yes,Moderate,8.27,0.6,57.9,55.2,56.4,56.8,56.2,Pass,336.3,56.050000000000004
5012,Female,18,No,Noisy,5.29,3.2,59.6,50.3,55.1,49.3,51.0,Pass,337.70000000000005,56.28333333333334
5013,Male,17,Yes,Quiet,6.58,2.1,49.4,43.9,46.0,34.7,47.7,Fail,321.7,53.61666666666667
5014,Male,16,Yes,Quiet,6.83,1.8,61.7,57.3,57.5,66.1,63.0,Pass,356.90000000000003,59.48333333333334
5015,Male,18,Yes,Moderate,7.32,6.2,28.6,22.6,31.6,13.8,23.7,Fail,191.3,31.883333333333336
5016,Male,16,Yes,Quiet,7.85,0.1,37.5,35.8,36.2,34.2,35.2,Fail,253.7,42.28333333333333
5017,Male,15,Yes,Quiet,6.72,2.2,51.5,55.9,51.0,63.0,57.8,Pass,350.2,58.36666666666667
5018,Female,15,Yes,Quiet,7.94,2.1,48.4,52.9,60.4,60.5,57.0,Pass,348.79999999999995,58.133333333333326
5019,Female,18,Yes,Noisy,7.09,2.6,61.0,57.4,71.4,60.4,65.4,Pass,386.8,64.46666666666667
5020,Male,18,Yes,Noisy,6.4,0.0,49.8,56.7,49.6,43.3,47.7,Fail,310.7,51.78333333333333
5021,Male,18,Yes,Quiet,7.23,1.0,36.3,31.9,55.8,24.2,36.6,Fail,280.0,46.666666666666664
5022,Female,15,Yes,Quiet,5.74,2.6,35.0,49.1,32.3,43.9,39.7,Fail,276.2,46.03333333333333
5023,Male,15,Yes,Quiet,6.75,0.4,60.7,64.9,68.9,62.4,64.8,Pass,382.4,63.73333333333333
5024,Male,17,Yes,Moderate,6.82,3.9,64.5,63.2,43.9,57.8,56.8,Pass,374.4,62.4
5025,Male,18,No,Moderate,6.4,3.4,40.9,47.2,28.7,32.8,37.4,Fail,246.1,41.016666666666666
5026,Male,17,Yes,Quiet,9.53,0.1,71.3,65.0,53.3,54.3,60.2,Pass,357.1,59.51666666666667
5027,Male,16,Yes,Moderate,8.3,2.2,62.0,56.5,56.1,58.4,59.9,Pass,356.59999999999997,59.43333333333333
5028,Female,17,No,Quiet,7.2,3.1,57.4,53.1,41.6,57.4,52.4,Pass,353.4,58.9
5029,Male,16,No,Noisy,7.43,0.4,36.3,49.4,41.0,41.3,42.4,Fail,263.6,43.93333333333334
5030,Male,16,Yes,Noisy,7.52,0.1,73.8,51.5,59.6,45.4,58.9,Pass,354.9,59.15
5031,Male,17,Yes,Noisy,7.62,1.1,66.6,53.5,54.5,53.8,55.8,Pass,345.4,57.56666666666666
5032,Female,18,Yes,Quiet,8.56,6.5,31.9,42.9,40.4,46.9,41.4,Fail,286.3,47.71666666666667
5033,Female,16,Yes,Moderate,7.93,4.1,36.8,42.6,56.0,58.8,49.6,Fail,297.7,49.61666666666667
5034,Female,18,Yes,Quiet,5.01,1.6,51.5,64.3,61.2,47.6,55.0,Pass,359.1,59.85
5035,Female,15,Yes,Moderate,7.83,0.5,61.2,61.2,52.0,51.4,55.0,Pass,330.8,55.13333333333333
5036,Male,16,Yes,Quiet,6.16,1.3,60.6,40.7,69.5,56.9,57.2,Pass,371.30000000000007,61.88333333333335
5037,Female,15,Yes,Moderate,6.45,4.8,33.7,27.7,28.1,40.7,33.3,Fail,241.9,40.31666666666667
5038,Male,17,Yes,Moderate,7.98,5.6,40.5,52.3,36.4,45.8,44.3,Fail,300.3,50.050000000000004
5039,Male,18,Yes,Moderate,5.14,1.3,72.4,82.4,67.4,72.4,72.0,Pass,439.3,73.21666666666667
5040,Female,17,Yes,Noisy,8.71,3.0,62.8,73.8,74.5,67.7,68.6,Pass,401.4,66.89999999999999
5041,Female,16,Yes,Moderate,7.82,2.1,74.0,67.2,68.7,62.2,64.0,Pass,418.0,69.66666666666667
5042,Female,15,Yes,Quiet,7.33,4.4,37.2,22.5,30.0,36.6,28.9,Fail,234.0,39.0
5043,Female,16,Yes,Moderate,7.83,0.9,61.2,65.4,61.8,58.4,64.9,Pass,370.30000000000007,61.716666666666676
5044,Female,17,Yes,Noisy,8.15,4.0,43.0,29.1,27.5,48.8,35.8,Fail,235.6,39.266666666666666
5045,Male,18,Yes,Moderate,7.22,0.5,61.5,56.9,59.0,68.4,62.3,Pass,379.1,63.18333333333334
5046,Female,18,Yes,Moderate,7.77,3.9,57.6,41.9,43.0,44.2,48.9,Fail,307.8,51.300000000000004
5047,Female,16,Yes,Noisy,6.02,1.2,41.7,48.7,42.2,47.8,41.3,Fail,302.70000000000005,50.45000000000001
5048,Female,16,Yes,Moderate,7.81,2.0,42.1,55.2,44.2,59.9,50.0,Pass,312.0,52.0
5049,Male,15,Yes,Noisy,7.61,1.5,56.8,46.2,36.3,52.6,45.9,Fail,313.6,52.26666666666667
5050,Female,17,No,Quiet,8.44,5.4,52.8,48.2,47.8,37.5,43.8,Fail,314.8,52.46666666666667
5051,Male,16,No,Moderate,7.17,4.0,26.0,33.3,23.3,30.7,27.4,Fail,179.5,29.916666666666668
5052,Female,15,Yes,Quiet,7.31,1.9,46.8,40.6,58.5,52.6,45.4,Fail,279.0,46.5
5053,Female,16,Yes,Moderate,6.08,1.3,66.1,68.4,61.1,60.6,64.4,Pass,393.3,65.55
5054,Male,18,Yes,Quiet,7.0,4.5,29.4,35.1,32.3,15.2,25.3,Fail,211.60000000000002,35.26666666666667
5055,Female,15,Yes,Quiet,7.61,0.0,62.1,65.3,53.7,54.8,60.8,Pass,357.30000000000007,59.55000000000001
5056,Male,15,Yes,Quiet,7.71,3.2,47.2,31.5,56.3,37.3,38.2,Fail,258.3,43.050000000000004
5057,Male,16,Yes,Quiet,8.71,1.1,60.1,54.3,54.8,53.1,56.2,Pass,375.8,62.63333333333333
5058,Male,17,Yes,Quiet,7.46,5.9,60.3,64.2,49.5,54.6,51.7,Pass,351.3,58.550000000000004
5059,Female,18,Yes,Noisy,6.91,6.6,37.1,34.6,32.8,29.2,35.8,Fail,241.2,40.199999999999996
5060,Female,17,Yes,Quiet,7.56,2.5,58.3,57.9,57.7,56.8,59.2,Pass,352.4,58.73333333333333
5061,Female,15,Yes,Moderate,6.44,2.0,42.1,45.1,40.5,57.5,44.8,Fail,297.7,49.61666666666667
5062,Male,17,Yes,Quiet,8.33,2.6,50.9,57.0,62.4,42.3,50.9,Pass,329.4,54.9
5063,Female,15,Yes,Quiet,6.31,1.6,32.8,49.0,52.8,44.5,45.5,Fail,315.2,52.53333333333333
5064,Male,17,Yes,Noisy,6.59,1.3,47.9,48.9,50.0,48.7,46.3,Fail,341.8,56.96666666666667
5065,Female,16,No,Noisy,5.92,2.9,31.2,31.6,42.7,40.0,35.9,Fail,239.60000000000002,39.93333333333334
5066,Male,17,Yes,Noisy,7.08,3.4,59.2,51.9,41.4,42.7,49.1,Fail,330.7,55.11666666666667
5067,Male,15,Yes,Moderate,7.65,2.7,47.3,55.8,49.8,54.1,54.1,Pass,355.29999999999995,59.21666666666666
5068,Male,18,Yes,Quiet,8.65,2.9,19.8,28.7,47.4,37.6,31.8,Fail,222.9,37.15
5069,Female,18,Yes,Quiet,6.94,1.6,45.5,56.2,75.0,51.7,56.3,Pass,346.3,57.71666666666667
5070,Male,18,Yes,Moderate,6.78,1.1,78.0,77.3,65.1,66.4,69.9,Pass,408.80000000000007,68.13333333333334
5071,Male,15,Yes,Noisy,4.33,1.1,51.6,53.2,60.8,51.2,54.3,Pass,332.20000000000005,55.366666666666674
5072,Male,17,Yes,Noisy,7.22,3.7,33.1,45.6,25.7,33.0,36.6,Fail,231.0,38.5
5073,Male,18,Yes,Quiet,7.03,2.6,27.9,44.5,20.2,23.8,33.0,Fail,216.10000000000002,36.01666666666667
5074,Male,18,Yes,Quiet,7.02,2.8,54.5,50.9,49.2,50.0,55.5,Pass,311.0,51.833333333333336
5075,Male,18,Yes,Quiet,8.51,3.0,73.0,65.5,78.4,76.5,72.2,Pass,444.59999999999997,74.1
5076,Female,16,Yes,Moderate,7.55,2.4,39.4,55.5,49.2,65.6,51.7,Pass,344.0,57.333333333333336
5077,Female,15,Yes,Quiet,6.58,2.7,71.5,65.8,55.0,65.9,61.7,Pass,383.40000000000003,63.900000000000006
5078,Male,15,Yes,Moderate,6.09,4.4,45.8,58.2,51.6,59.2,51.7,Pass,320.4,53.4
5079,Female,15,Yes,Noisy,5.84,3.7,67.9,54.8,33.0,63.6,53.8,Pass,346.09999999999997,57.68333333333333
5080,Female,15,Yes,Moderate,6.55,2.2,38.5,42.6,39.1,30.1,36.9,Fail,261.29999999999995,43.54999999999999
5081,Male,15,Yes,Quiet,7.37,1.8,56.7,49.3,51.2,48.4,51.1,Pass,316.09999999999997,52.68333333333333
5082,Male,16,Yes,Quiet,4.89,4.0,31.2,51.1,49.3,60.6,52.3,Pass,308.2,51.36666666666667
5083,Male,17,Yes,Moderate,6.86,3.0,23.6,43.8,47.4,51.6,37.6,Fail,267.0,44.5
5084,Female,16,Yes,Moderate,7.8,2.0,53.9,35.8,45.7,44.6,45.8,Fail,307.69999999999993,51.283333333333324
5085,Male,18,Yes,Moderate,5.96,0.6,87.2,81.4,74.9,80.7,83.8,Pass,481.00000000000006,80.16666666666667
5086,Female,16,No,Quiet,6.82,5.0,43.1,28.8,52.6,36.8,38.8,Fail,242.70000000000002,40.45
5087,Male,15,Yes,Noisy,6.01,0.8,65.4,68.9,56.4,53.5,61.8,Pass,406.0,67.66666666666667
5088,Female,16,No,Moderate,4.29,2.9,40.3,56.3,47.1,42.4,46.5,Fail,296.1,49.35
5089,Male,15,Yes,Noisy,6.2,5.2,54.8,47.9,51.5,54.1,53.0,Pass,342.59999999999997,57.099999999999994
5090,Male,16,Yes,Quiet,5.94,2.0,44.3,77.6,22.2,39.2,44.2,Fail,298.4,49.73333333333333
5091,Female,15,Yes,Quiet,7.78,2.4,11.6,40.5,27.2,30.9,30.2,Fail,202.89999999999998,33.81666666666666
5092,Female,18,Yes,Quiet,7.48,3.8,36.9,38.5,49.0,51.8,45.4,Fail,305.9,50.98333333333333
5093,Female,15,Yes,Noisy,5.96,0.7,21.0,41.9,42.7,32.5,35.7,Fail,270.9,45.15
5094,Female,16,Yes,Quiet,8.29,0.0,56.0,41.8,40.4,35.0,43.5,Fail,269.9,44.98333333333333
5095,Female,18,Yes,Quiet,7.73,2.0,54.9,54.8,58.1,51.8,56.9,Pass,334.79999999999995,55.79999999999999
5096,Female,16,Yes,Quiet,6.74,2.6,63.8,69.4,54.8,63.3,65.5,Pass,410.0,68.33333333333333
5097,Male,18,Yes,Moderate,7.33,2.6,48.6,56.7,66.2,71.7,59.9,Pass,403.09999999999997,67.18333333333332
5098,Female,17,Yes,Noisy,6.05,4.6,72.8,66.0,76.0,58.0,67.2,Pass,415.6,69.26666666666667
5099,Male,17,Yes,Noisy,4.54,1.1,48.3,55.1,48.9,59.3,50.5,Pass,352.3,58.71666666666667
5100,Male,17,Yes,Moderate,7.09,2.3,55.8,49.1,49.5,54.2,50.6,Pass,322.1,53.68333333333334
5101,Female,16,Yes,Noisy,5.64,4.8,37.8,43.4,58.4,55.5,49.5,Fail,289.6,48.26666666666667
5102,Male,16,Yes,Quiet,6.77,2.1,53.5,57.6,46.6,57.6,54.1,Pass,338.4,56.4
5103,Female,18,Yes,Noisy,7.41,5.5,58.2,60.4,50.1,45.6,53.0,Pass,358.69999999999993,59.783333333333324
5104,Female,18,Yes,Moderate,5.06,2.1,67.7,51.2,52.0,63.4,54.7,Pass,348.2,58.03333333333333
5105,Male,18,Yes,Moderate,7.21,1.5,80.5,65.3,78.0,69.1,71.6,Pass,458.8,76.46666666666667
5106,Male,18,No,Quiet,7.83,2.4,57.2,53.4,38.5,52.8,51.2,Pass,341.79999999999995,56.96666666666666
5107,Female,15,Yes,Quiet,4.92,2.9,38.8,37.8,29.7,41.8,37.1,Fail,257.79999999999995,42.96666666666666
5108,Female,17,Yes,Quiet,7.71,1.9,64.8,66.6,69.4,80.7,67.9,Pass,449.4,74.89999999999999
5109,Male,15,Yes,Quiet,8.9,3.1,53.8,53.3,54.3,42.3,50.2,Pass,321.59999999999997,53.599999999999994
5110,Male,15,Yes,Moderate,6.74,2.3,57.2,58.5,71.4,57.2,58.7,Pass,353.5,58.916666666666664
5111,Male,15,Yes,Quiet,7.74,4.4,59.1,44.8,38.9,46.6,49.5,Fail,304.0,50.666666666666664
5112,Male,15,Yes,Quiet,6.0,3.3,43.2,45.5,53.8,40.0,47.2,Fail,305.4,50.9
5113,Female,17,Yes,Noisy,7.92,2.5,57.2,65.9,56.0,70.9,65.5,Pass,375.5,62.583333333333336
5114,Female,15,Yes,Noisy,7.51,2.0,67.5,55.6,55.6,69.5,62.3,Pass,370.2,61.699999999999996
5115,Female,18,Yes,Noisy,7.22,3.7,52.1,40.0,42.4,39.3,43.6,Fail,294.6,49.1
5116,Female,16,Yes,Moderate,7.16,2.5,62.3,80.5,75.7,70.0,72.6,Pass,443.90000000000003,73.98333333333333
5117,Male,18,Yes,Moderate,7.39,1.8,77.2,75.4,68.2,68.3,72.9,Pass,436.5,72.75
5118,Male,16,Yes,Noisy,6.94,1.4,57.8,72.2,57.0,69.5,67.8,Pass,393.70000000000005,65.61666666666667
5119,Female,18,Yes,Moderate,6.03,3.5,45.5,42.0,38.5,39.0,42.4,Fail,268.9,44.81666666666666
5120,Female,18,Yes,Quiet,6.85,1.8,52.5,58.3,53.6,49.5,56.6,Pass,329.8,54.96666666666667
5121,Female,16,Yes,Quiet,6.95,2.1,57.0,59.2,55.0,48.4,51.7,Pass,337.4,56.23333333333333
5122,Female,17,Yes,Quiet,5.83,3.3,49.7,53.7,59.7,61.8,53.3,Pass,329.40000000000003,54.900000000000006
5123,Female,15,Yes,Noisy,6.89,4.1,63.5,50.5,46.9,55.7,57.4,Pass,335.1,55.85
5124,Female,18,Yes,Moderate,6.94,3.4,43.6,49.1,46.7,53.4,49.0,Fail,316.4,52.73333333333333
5125,Female,17,Yes,Moderate,6.48,3.8,60.6,71.2,62.5,40.3,60.3,Pass,347.6,57.93333333333334
5126,Female,15,Yes,Quiet,7.35,3.6,25.7,23.6,32.5,41.9,33.7,Fail,196.39999999999998,32.73333333333333
5127,Female,17,Yes,Quiet,7.59,2.5,70.6,51.9,57.9,54.5,63.0,Pass,361.0,60.166666666666664
5128,Male,17,Yes,Moderate,6.34,3.1,64.2,60.7,59.7,58.5,62.0,Pass,357.1,59.51666666666667
5129,Female,15,Yes,Moderate,7.15,5.2,21.3,32.8,35.0,41.9,31.1,Fail,224.1,37.35
5130,Male,18,Yes,Moderate,7.91,2.2,68.9,64.6,77.1,68.4,69.7,Pass,431.4,71.89999999999999
5131,Male,17,Yes,Quiet,5.99,0.9,68.9,58.5,54.8,68.4,62.7,Pass,395.9,65.98333333333333
5132,Female,18,Yes,Moderate,5.34,0.0,60.9,58.8,54.9,58.9,60.4,Pass,363.0,60.5
5133,Female,18,No,Noisy,6.06,5.4,62.5,43.0,30.8,46.9,44.4,Fail,306.3,51.050000000000004
5134,Male,18,Yes,Noisy,7.53,5.5,71.9,65.5,52.2,61.7,63.5,Pass,414.3,69.05
5135,Male,15,Yes,Quiet,6.54,1.0,37.1,48.3,59.2,58.3,50.8,Pass,319.90000000000003,53.31666666666667
5136,Female,16,No,Moderate,5.76,4.4,67.9,52.1,51.9,49.0,54.0,Pass,330.4,55.06666666666666
5137,Male,18,Yes,Quiet,8.27,4.0,37.8,25.3,28.7,40.1,29.1,Fail,241.0,40.166666666666664
5138,Female,16,Yes,Moderate,5.82,3.5,52.0,45.0,27.9,51.1,45.4,Fail,283.8,47.300000000000004
5139,Female,16,Yes,Moderate,6.83,3.3,64.1,62.4,53.6,52.2,60.8,Pass,346.8,57.800000000000004
5140,Female,17,Yes,Quiet,7.74,1.4,60.4,55.8,40.3,48.5,51.3,Pass,322.6,53.76666666666667
5141,Male,18,Yes,Moderate,7.67,2.7,45.3,46.3,45.1,57.5,44.9,Fail,315.0,52.5
5142,Male,18,Yes,Moderate,7.42,3.0,41.2,37.2,42.9,44.7,43.4,Fail,284.8,47.46666666666667
5143,Female,18,Yes,Noisy,6.33,2.6,46.0,43.1,43.0,48.9,42.6,Fail,272.8,45.46666666666667
5144,Male,16,Yes,Quiet,7.56,2.4,45.3,40.8,42.4,42.6,44.3,Fail,291.9,48.65
5145,Male,15,Yes,Quiet,7.01,4.5,51.6,46.6,40.5,44.4,45.5,Fail,276.7,46.11666666666667
5146,Male,16,Yes,Moderate,7.41,4.0,36.6,43.8,44.2,44.6,46.2,Fail,266.00000000000006,44.33333333333334
5147,Male,18,Yes,Moderate,8.37,3.8,70.5,75.2,65.6,70.2,72.4,Pass,444.0,74.0
5148,Male,18,Yes,Moderate,5.81,3.9,56.1,49.1,53.3,46.7,51.7,Pass,301.09999999999997,50.18333333333333
5149,Male,18,Yes,Noisy,7.39,2.8,45.4,33.5,39.8,47.6,42.6,Fail,242.8,40.46666666666667
5150,Male,16,Yes,Moderate,7.14,4.2,54.8,59.7,31.2,56.7,49.7,Fail,328.69999999999993,54.783333333333324
5151,Female,18,Yes,Moderate,7.94,0.7,55.1,77.6,55.5,59.4,58.7,Pass,367.3,61.21666666666667
5152,Male,17,Yes,Noisy,8.78,2.6,48.3,43.7,47.1,39.4,40.8,Fail,283.4,47.23333333333333
5153,Male,18,Yes,Moderate,8.75,3.6,71.9,64.4,78.9,60.9,68.8,Pass,437.20000000000005,72.86666666666667
5154,Male,15,Yes,Quiet,7.84,3.3,49.0,63.0,54.0,61.5,53.5,Pass,367.0,61.166666666666664
5155,Male,17,Yes,Moderate,6.4,3.1,42.7,28.5,49.3,51.4,43.6,Fail,299.5,49.916666666666664
5156,Male,18,Yes,Moderate,6.58,3.9,41.4,46.4,44.0,32.7,40.8,Fail,275.70000000000005,45.95000000000001
5157,Male,17,Yes,Quiet,7.72,4.7,41.1,64.2,57.4,58.4,52.1,Pass,350.90000000000003,58.48333333333334
5158,Male,18,Yes,Quiet,5.71,0.9,34.1,56.7,43.8,41.6,42.6,Fail,281.5,46.916666666666664
5159,Male,15,Yes,Quiet,6.77,3.0,40.7,39.1,42.5,38.7,42.3,Fail,264.2,44.03333333333333
5160,Female,18,Yes,Quiet,6.26,1.4,47.3,49.5,49.7,66.3,55.3,Pass,338.0,56.333333333333336
