Unnamed: 0,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
3882,Male,15,Yes,Quiet,6.57,4.6,64.0,53.4,56.1,60.0,59.0,Pass,368.9,61.48333333333333
9438,Female,17,Yes,Noisy,7.09,2.9,54.2,48.3,45.9,54.3,52.5,Pass,339.1,56.51666666666667
6624,Male,15,Yes,Noisy,6.03,1.2,65.9,57.1,57.4,75.3,65.9,Pass,421.0,70.16666666666667
5918,Male,16,Yes,Quiet,7.04,2.1,42.5,41.0,43.2,43.4,42.4,Fail,260.7,43.45
2789,Female,18,No,Noisy,8.21,1.9,49.4,45.1,44.2,55.2,44.8,Fail,286.2,47.7
944,Male,17,Yes,Quiet,6.34,3.1,41.6,42.0,22.0,36.3,38.6,Fail,244.0,40.66666666666666
8908,Male,18,Yes,Quiet,7.53,3.3,40.9,40.4,47.9,35.2,42.8,Fail,273.4,45.56666666666666
1857,Male,15,No,Quiet,10.0,0.8,68.4,48.6,45.2,46.7,52.9,Pass,341.49999999999994,56.91666666666666
9080,Female,17,Yes,Moderate,7.27,3.4,66.9,54.1,56.3,58.3,60.0,Pass,367.9,61.31666666666667
4108,Female,16,Yes,Noisy,5.0,2.5,60.3,54.4,53.9,52.6,55.0,Pass,374.4,62.4
8513,Male,16,Yes,Moderate,6.6,1.1,49.8,45.2,57.8,65.0,55.3,Pass,355.40000000000003,59.23333333333334
3255,Female,18,Yes,Noisy,6.39,3.9,59.0,39.7,37.3,40.5,45.8,Fail,298.5,49.75
2690,Female,18,Yes,Quiet,4.0,1.1,35.7,19.0,28.0,31.4,28.7,Fail,220.5,36.75
9512,Male,16,Yes,Moderate,7.92,3.7,43.6,37.2,41.4,31.2,39.7,Fail,266.3,44.38333333333333
6961,Female,15,Yes,Noisy,5.58,4.1,63.3,57.8,49.1,51.3,54.9,Pass,338.0,56.333333333333336
1319,Male,16,Yes,Moderate,6.35,2.0,39.9,60.8,56.2,51.5,54.3,Pass,350.9,58.48333333333333
8882,Female,16,Yes,Noisy,5.55,2.8,33.5,40.2,43.1,33.9,38.5,Fail,259.8,43.3
9880,Male,15,Yes,Noisy,8.81,2.3,56.5,53.4,71.7,63.3,57.6,Pass,361.30000000000007,60.21666666666668
5162,Male,15,Yes,Quiet,7.25,3.6,57.0,53.7,56.1,53.9,53.8,Pass,367.8,61.3
5829,Male,15,Yes,Quiet,7.54,1.8,75.5,61.6,64.0,58.2,63.3,Pass,382.7000000000001,63.78333333333334
7953,Male,18,Yes,Moderate,5.68,1.1,54.7,54.6,41.8,41.0,44.8,Fail,314.20000000000005,52.366666666666674
5958,Female,17,No,Quiet,7.18,2.1,41.0,39.9,47.3,47.2,45.2,Fail,316.29999999999995,52.71666666666666
9271,Female,15,Yes,Quiet,5.7,4.2,49.4,39.0,50.4,44.0,45.8,Fail,284.90000000000003,47.48333333333334
3475,Male,15,Yes,Moderate,6.5,2.6,46.9,76.1,52.2,52.4,53.5,Pass,361.4,60.23333333333334
3505,Female,17,Yes,Noisy,7.64,3.9,52.2,51.5,46.7,63.4,51.8,Pass,344.3,57.38333333333333
4749,Male,15,Yes,Moderate,7.22,1.8,47.4,52.8,53.6,53.2,49.2,Fail,345.29999999999995,57.54999999999999
2477,Female,17,Yes,Quiet,7.96,4.5,36.8,44.1,46.1,34.9,42.0,Fail,234.3,39.05
9490,Male,16,No,Moderate,7.14,5.8,44.9,51.3,41.1,46.1,45.2,Fail,295.0,49.16666666666666
6615,Male,18,Yes,Moderate,5.78,2.4,66.8,51.2,64.8,61.3,61.0,Pass,367.0,61.16666666666666
7413,Female,18,No,Quiet,5.84,1.4,39.4,28.9,58.9,38.5,42.3,Fail,289.6,48.26666666666667
7586,Male,18,Yes,Quiet,6.32,1.1,42.4,66.4,48.5,52.9,52.7,Pass,324.3,54.05
5344,Female,16,Yes,Moderate,5.73,3.1,55.0,54.7,54.7,43.4,54.3,Pass,344.0,57.333333333333336
9863,Female,17,Yes,Noisy,7.32,1.6,62.7,59.2,58.8,57.3,58.2,Pass,377.0,62.833333333333336
7111,Female,18,Yes,Moderate,6.22,1.2,36.9,44.5,49.0,35.9,41.7,Fail,287.5,47.91666666666666
1874,Female,16,Yes,Quiet,7.59,0.9,50.9,61.5,53.2,50.5,54.1,Pass,334.6,55.76666666666667
8516,Female,15,Yes,Moderate,6.85,2.9,30.3,12.6,29.2,31.0,25.4,Fail,176.7,29.45
5270,Male,17,Yes,Noisy,7.5,0.3,48.4,60.3,54.6,66.5,59.2,Pass,352.3,58.71666666666667
5096,Female,16,Yes,Quiet,6.74,2.6,63.8,69.4,54.8,63.3,65.5,Pass,410.0,68.33333333333333
2904,Female,15,Yes,Quiet,6.49,1.5,56.6,61.7,54.6,65.4,59.7,Pass,377.0,62.833333333333336
570,Female,16,Yes,Quiet,5.74,2.5,61.5,39.6,65.4,61.0,58.7,Pass,376.7,62.78333333333333
1448,Female,16,Yes,Moderate,7.12,2.9,48.3,54.0,59.3,66.2,56.2,Pass,350.3,58.38333333333333
5964,Male,17,Yes,Moderate,5.62,2.6,45.6,40.3,60.1,41.5,49.6,Fail,298.7,49.78333333333333
6242,Female,15,Yes,Quiet,8.28,2.5,45.7,56.5,58.5,50.9,53.2,Pass,349.4,58.23333333333333
6347,Male,17,Yes,Moderate,7.12,2.4,27.9,49.6,32.6,43.0,42.3,Fail,261.4,43.56666666666666
7874,Female,15,Yes,Moderate,7.22,2.6,43.3,51.8,47.1,53.4,52.1,Pass,325.29999999999995,54.21666666666666
9816,Male,18,No,Quiet,6.42,6.2,76.2,65.5,73.5,66.1,68.0,Pass,411.69999999999993,68.61666666666666
3226,Male,16,Yes,Quiet,5.76,2.1,61.3,52.3,46.9,43.0,53.2,Pass,310.4,51.73333333333333
9744,Female,17,Yes,Quiet,6.49,0.0,64.2,55.4,66.6,72.5,67.0,Pass,422.0,70.33333333333333
3978,Male,18,Yes,Moderate,4.27,2.0,45.3,52.6,63.4,51.2,51.5,Pass,298.2,49.7
4383,Female,16,Yes,Moderate,7.58,4.0,39.1,36.3,37.9,40.0,34.5,Fail,245.7,40.95
7856,Male,17,Yes,Moderate,6.39,4.1,35.8,32.9,19.6,29.4,27.8,Fail,222.3,37.05
3539,Male,18,Yes,Noisy,6.62,1.3,52.8,55.9,50.9,46.9,53.4,Pass,334.6,55.76666666666666
5682,Male,16,Yes,Moderate,8.03,2.0,54.7,51.9,54.2,45.9,50.0,Pass,325.00000000000006,54.16666666666668
2827,Male,17,Yes,Quiet,8.33,2.8,35.9,33.9,33.1,19.1,31.8,Fail,228.2,38.03333333333334
7658,Female,15,Yes,Quiet,5.79,2.5,62.1,63.7,58.9,65.1,62.4,Pass,360.7,60.11666666666667
4996,Female,18,Yes,Quiet,7.25,2.6,49.7,60.0,49.1,71.1,57.2,Pass,387.1,64.51666666666667
1338,Female,15,No,Noisy,5.9,1.0,61.2,64.8,51.7,61.6,58.6,Pass,379.8,63.29999999999999
3262,Male,18,Yes,Noisy,9.72,3.1,54.0,68.1,44.4,53.4,54.9,Pass,345.3,57.55
6386,Female,16,Yes,Quiet,7.0,0.7,60.8,44.1,53.7,48.3,51.6,Pass,331.4000000000001,55.23333333333335
7951,Male,18,Yes,Noisy,6.34,2.4,54.5,72.6,55.0,67.2,64.2,Pass,372.4,62.06666666666666
650,Male,15,Yes,Noisy,6.47,1.4,62.9,68.2,56.4,56.4,59.0,Pass,387.4,64.56666666666666
2902,Male,17,Yes,Moderate,6.05,2.2,63.2,58.9,60.3,66.8,62.7,Pass,378.7,63.11666666666667
2258,Female,17,Yes,Moderate,7.93,5.5,30.7,24.0,31.0,27.6,29.6,Fail,191.3,31.883333333333336
7402,Male,16,Yes,Noisy,7.03,3.2,47.5,45.2,40.8,60.3,51.1,Pass,298.3,49.71666666666667
3521,Male,15,Yes,Moderate,7.25,4.8,21.7,34.9,35.8,35.9,32.3,Fail,254.1,42.35
2730,Male,18,Yes,Quiet,8.28,0.4,54.3,57.3,52.6,54.5,55.3,Pass,333.9,55.65
5496,Male,16,Yes,Moderate,7.67,2.1,56.2,59.2,53.6,42.4,52.3,Pass,325.9,54.31666666666666
4478,Male,17,Yes,Moderate,7.31,2.4,57.5,64.4,55.2,49.5,57.9,Pass,328.3,54.71666666666667
1596,Female,15,Yes,Moderate,7.65,0.2,53.8,47.9,39.1,66.4,50.3,Pass,327.6,54.6
7066,Female,15,Yes,Moderate,7.2,1.7,66.4,66.6,65.6,71.9,65.5,Pass,394.9,65.81666666666666
2584,Male,17,Yes,Moderate,5.52,2.0,25.3,50.6,54.3,50.7,45.0,Fail,317.6,52.93333333333333
5441,Female,18,Yes,Moderate,5.1,1.5,42.1,51.7,51.3,47.3,48.7,Fail,303.8,50.63333333333333
3196,Female,15,Yes,Moderate,6.15,4.8,49.8,47.0,45.5,61.8,51.9,Pass,327.2,54.53333333333333
8523,Male,17,Yes,Moderate,7.8,3.3,36.4,45.4,42.1,37.4,36.9,Fail,287.70000000000005,47.95000000000001
7682,Female,16,No,Quiet,8.42,2.9,42.3,49.7,59.6,54.3,48.6,Fail,349.4,58.23333333333333
5376,Male,16,Yes,Moderate,8.18,0.8,41.3,40.3,45.0,43.5,41.4,Fail,248.1,41.35
1258,Female,17,Yes,Moderate,7.88,0.6,56.0,46.2,65.5,29.2,51.8,Pass,319.1,53.18333333333334
5277,Female,17,No,Quiet,6.95,1.4,60.8,61.5,62.7,57.0,60.3,Pass,402.3,67.05
991,Female,16,No,Noisy,7.01,2.7,57.7,51.8,67.4,65.4,61.2,Pass,380.1,63.35
3504,Male,15,No,Moderate,5.87,2.7,60.2,54.8,48.7,49.7,52.6,Pass,345.0,57.5
113,Female,16,Yes,Moderate,7.74,4.2,57.0,57.7,59.4,61.6,61.0,Pass,389.0,64.83333333333333
919,Female,17,No,Moderate,7.3,2.2,66.5,85.7,77.0,77.8,78.4,Pass,463.7,77.28333333333333
2509,Female,18,Yes,Quiet,6.46,2.5,55.0,72.7,73.5,67.1,63.6,Pass,416.4,69.39999999999999
9404,Female,18,Yes,Moderate,6.59,2.3,51.1,40.6,44.2,47.9,46.6,Fail,285.9,47.65
165,Male,18,No,Noisy,7.42,3.6,71.9,52.7,66.3,61.2,63.3,Pass,391.0,65.16666666666667
5263,Male,18,Yes,Quiet,7.65,3.1,43.0,34.6,29.8,47.9,37.3,Fail,249.29999999999995,41.54999999999999
4603,Female,16,Yes,Quiet,7.15,2.2,35.6,32.3,34.6,34.4,30.6,Fail,215.3,35.88333333333333
949,Male,15,Yes,Moderate,7.12,3.0,68.5,49.2,57.4,70.1,63.4,Pass,383.0,63.833333333333336
4594,Male,18,Yes,Noisy,8.19,3.3,34.6,45.6,37.2,38.5,40.4,Fail,244.5,40.75
5727,Female,15,Yes,Moderate,6.63,1.9,44.2,56.0,62.8,41.2,48.2,Fail,319.4,53.23333333333333
3770,Female,17,Yes,Noisy,6.67,4.8,47.1,40.5,42.5,27.8,41.1,Fail,250.7,41.78333333333333
2506,Male,18,Yes,Quiet,7.16,1.3,57.7,41.9,56.3,58.6,55.0,Pass,350.8,58.46666666666667
5107,Female,15,Yes,Quiet,4.92,2.9,38.8,37.8,29.7,41.8,37.1,Fail,257.79999999999995,42.96666666666666
2850,Female,16,Yes,Quiet,4.37,3.9,58.5,73.8,63.4,57.9,65.2,Pass,394.3,65.71666666666667
6485,Male,16,Yes,Noisy,7.16,2.0,80.1,64.6,73.4,70.7,69.6,Pass,413.2,68.86666666666666
5362,Male,17,Yes,Moderate,7.79,4.0,43.2,50.3,40.0,66.9,47.1,Fail,342.9,57.15
7442,Female,15,Yes,Moderate,8.31,0.8,55.8,46.2,54.2,69.0,59.1,Pass,371.9,61.98333333333333
4446,Female,15,Yes,Quiet,8.38,1.3,52.5,46.2,58.6,55.9,54.1,Pass,331.9,55.31666666666666
4460,Female,18,Yes,Moderate,7.21,5.7,51.3,45.4,55.0,65.3,51.9,Pass,344.9,57.48333333333333
9513,Female,16,Yes,Noisy,6.97,3.0,68.0,70.8,69.6,63.8,69.0,Pass,390.0,65.0
2505,Male,17,Yes,Moderate,6.49,1.7,46.3,53.3,40.2,37.0,45.6,Fail,305.2,50.86666666666667
1114,Male,15,Yes,Quiet,6.58,1.5,78.6,77.8,62.6,66.1,71.9,Pass,430.8,71.8
8397,Male,16,No,Quiet,6.38,4.1,36.5,42.7,45.5,39.8,38.1,Fail,229.8,38.3
298,Male,15,Yes,Quiet,7.02,6.2,29.2,25.4,31.9,33.9,33.6,Fail,248.7,41.45
1675,Male,18,No,Quiet,5.58,1.7,49.9,67.1,54.9,53.1,54.6,Pass,347.90000000000003,57.98333333333334
3347,Male,18,Yes,Quiet,7.34,2.6,37.5,49.4,45.2,44.0,44.7,Fail,280.0,46.66666666666666
2735,Female,18,Yes,Moderate,5.92,0.8,64.4,35.4,42.3,51.5,47.5,Fail,307.6,51.26666666666667
7819,Female,16,Yes,Noisy,6.3,4.3,53.6,52.6,54.3,40.2,49.9,Fail,340.1,56.68333333333334
4988,Male,16,Yes,Quiet,7.2,2.0,61.5,63.5,61.0,62.7,62.1,Pass,381.8,63.63333333333333
9894,Female,16,Yes,Moderate,5.68,2.4,44.9,35.4,34.3,11.0,32.1,Fail,236.3,39.38333333333333
5817,Male,18,Yes,Noisy,7.09,2.3,53.9,50.4,43.1,53.9,52.0,Pass,306.6,51.1
4325,Male,15,Yes,Noisy,6.65,3.0,81.3,83.4,80.2,77.1,81.8,Pass,473.2000000000001,78.86666666666667
6719,Female,15,Yes,Moderate,5.41,0.0,39.1,42.6,30.3,29.7,34.2,Fail,240.1,40.01666666666666
8786,Male,17,No,Quiet,6.41,0.0,37.3,47.8,42.8,47.0,42.7,Fail,292.6,48.76666666666666
4550,Female,16,Yes,Quiet,6.57,4.1,39.8,33.9,45.5,34.8,36.3,Fail,210.3,35.050000000000004
8572,Male,16,Yes,Moderate,6.46,3.5,58.8,67.8,59.2,47.1,59.2,Pass,388.0,64.66666666666667
7847,Male,15,Yes,Noisy,6.6,5.3,47.5,56.5,63.0,65.1,60.8,Pass,367.8,61.29999999999999
2103,Female,16,Yes,Moderate,5.34,0.8,51.4,46.4,56.9,52.8,54.4,Pass,314.29999999999995,52.383333333333326
5813,Female,18,Yes,Noisy,6.7,3.9,46.5,54.4,62.4,62.4,57.6,Pass,348.5,58.083333333333336
9104,Male,16,Yes,Moderate,6.75,2.4,44.0,54.5,43.7,42.7,47.6,Fail,287.7,47.95
7453,Male,15,Yes,Quiet,8.43,3.0,58.5,54.7,59.0,58.5,54.8,Pass,324.2,54.03333333333333
1837,Female,18,Yes,Moderate,7.11,5.0,31.9,25.9,29.7,26.5,30.3,Fail,184.4,30.73333333333333
7902,Male,15,Yes,Quiet,5.87,0.0,64.7,51.6,45.3,55.9,55.3,Pass,357.4,59.56666666666666
8318,Male,15,Yes,Quiet,7.02,2.0,60.1,79.3,62.0,59.5,64.9,Pass,395.0,65.83333333333333
8723,Male,15,Yes,Quiet,5.24,2.4,34.3,15.6,32.5,40.7,31.4,Fail,213.7,35.61666666666667
607,Female,16,Yes,Moderate,8.27,0.0,58.3,61.2,60.8,52.9,60.4,Pass,343.0,57.16666666666666
8374,Male,15,Yes,Moderate,6.14,5.3,52.6,46.6,59.1,53.2,52.1,Pass,337.20000000000005,56.20000000000001
1093,Male,15,Yes,Moderate,7.57,2.4,34.8,30.4,41.6,39.3,38.2,Fail,246.89999999999995,41.14999999999999
6387,Female,16,Yes,Moderate,7.79,3.4,45.0,49.4,31.2,61.5,47.9,Fail,297.1,49.51666666666667
6505,Male,16,Yes,Quiet,7.53,4.1,60.7,48.5,52.4,45.4,53.8,Pass,310.5,51.75
8964,Male,16,Yes,Quiet,6.78,2.3,49.9,52.1,59.2,50.1,53.7,Pass,351.3,58.55
4487,Female,18,Yes,Noisy,8.75,3.9,43.9,59.5,52.9,44.0,48.1,Fail,339.7,56.61666666666667
160,Male,18,Yes,Moderate,7.21,1.2,74.2,68.6,74.0,74.9,72.9,Pass,452.7000000000001,75.45
203,Male,15,Yes,Moderate,6.47,3.2,46.4,60.6,63.8,60.2,60.5,Pass,353.1,58.85
7040,Female,17,Yes,Quiet,7.43,2.4,67.1,53.4,60.3,61.9,58.4,Pass,385.4,64.23333333333333
5893,Male,18,Yes,Quiet,7.84,0.8,84.1,78.0,81.4,82.7,79.1,Pass,494.9,82.48333333333333
4933,Female,18,Yes,Noisy,9.79,2.5,50.8,56.2,50.4,65.0,57.3,Pass,332.4,55.4
2934,Male,17,Yes,Quiet,6.16,1.8,43.8,54.5,49.6,55.0,54.0,Pass,354.0,59.0
7322,Male,16,Yes,Moderate,7.69,5.5,53.2,57.7,53.3,48.7,53.2,Pass,309.4,51.56666666666666
2435,Female,17,Yes,Quiet,6.52,2.2,63.9,70.8,49.0,51.8,54.0,Pass,357.9,59.65
1230,Male,16,Yes,Quiet,8.7,0.0,75.6,68.3,81.3,73.6,75.1,Pass,451.9,75.31666666666666
8675,Female,16,Yes,Quiet,7.95,0.0,45.3,48.8,42.5,38.8,45.9,Fail,286.79999999999995,47.79999999999999
3046,Female,18,Yes,Quiet,8.39,2.1,34.0,55.1,60.4,62.4,54.5,Pass,362.6,60.43333333333333
9654,Female,18,Yes,Noisy,6.66,4.0,31.2,25.9,43.7,40.7,33.9,Fail,242.2,40.36666666666667
8419,Female,16,No,Quiet,5.11,2.1,50.3,42.8,46.8,38.3,42.2,Fail,277.79999999999995,46.29999999999999
7666,Male,16,Yes,Quiet,6.71,1.5,58.7,58.1,68.9,65.3,64.5,Pass,407.7,67.95
6407,Male,16,Yes,Moderate,6.86,6.5,24.5,41.7,13.6,53.3,36.2,Fail,218.1,36.35
4251,Female,15,Yes,Moderate,6.86,1.7,51.5,42.2,49.1,43.6,47.2,Fail,311.1,51.85
5577,Female,15,Yes,Quiet,7.1,1.7,44.3,34.9,29.9,32.1,37.2,Fail,234.1,39.01666666666666
3293,Male,18,Yes,Quiet,5.2,3.7,39.0,45.2,62.9,37.9,47.9,Fail,305.8,50.96666666666667
4034,Male,18,Yes,Quiet,7.04,1.9,78.9,53.5,73.1,53.9,66.0,Pass,409.9,68.31666666666666
8112,Female,16,Yes,Moderate,6.85,4.6,38.7,46.5,52.0,45.5,47.3,Fail,315.3,52.55
4290,Male,17,Yes,Quiet,5.21,1.1,37.0,58.6,41.3,58.4,51.6,Pass,314.9,52.48333333333333
4334,Female,16,Yes,Moderate,6.39,5.5,43.6,38.4,39.6,32.8,39.0,Fail,263.1,43.85
5931,Male,17,Yes,Moderate,7.48,3.0,35.8,45.8,50.1,49.4,48.4,Fail,294.4,49.06666666666666
3877,Male,16,Yes,Quiet,9.46,1.8,41.7,63.0,43.7,30.6,46.9,Fail,312.9,52.15
5428,Female,18,Yes,Quiet,7.68,3.1,50.6,44.2,47.6,36.6,42.8,Fail,305.9,50.98333333333333
4753,Female,16,Yes,Moderate,7.89,2.0,37.9,40.7,40.4,46.1,40.5,Fail,269.8,44.96666666666667
4886,Male,17,No,Moderate,4.49,3.2,55.0,44.8,57.4,41.5,52.2,Pass,291.0,48.5
857,Male,15,Yes,Quiet,5.93,4.3,50.9,54.2,54.4,52.7,51.6,Pass,339.20000000000005,56.53333333333334
8233,Female,18,No,Noisy,7.55,3.3,54.2,51.9,46.9,61.9,53.8,Pass,336.4,56.06666666666666
8375,Female,15,Yes,Moderate,8.46,1.8,45.0,58.0,52.1,42.5,50.1,Pass,338.29999999999995,56.383333333333326
2561,Female,15,No,Quiet,6.41,4.3,43.5,35.8,27.4,34.9,34.6,Fail,273.5,45.583333333333336
3801,Female,15,Yes,Quiet,6.53,2.9,42.6,59.2,51.9,52.8,50.0,Pass,319.7,53.28333333333333
2640,Male,18,Yes,Quiet,8.96,3.4,63.4,63.4,56.8,66.0,58.9,Pass,376.0,62.66666666666666
9663,Male,18,No,Quiet,6.79,3.3,56.3,68.7,56.4,41.4,56.4,Pass,337.6,56.26666666666666
4490,Male,16,Yes,Moderate,5.74,3.1,41.3,42.5,27.5,45.2,40.1,Fail,270.5,45.083333333333336
2347,Female,17,Yes,Noisy,8.02,1.2,78.1,61.8,67.5,63.4,69.7,Pass,368.3999999999999,61.399999999999984
649,Male,16,Yes,Moderate,8.04,2.4,64.7,57.4,61.2,58.2,60.9,Pass,364.7,60.78333333333333
2781,Female,18,Yes,Quiet,7.62,3.5,55.4,48.1,58.6,52.8,55.0,Pass,341.2,56.86666666666667
5652,Female,17,Yes,Moderate,6.76,2.9,28.0,48.7,38.8,45.3,41.0,Fail,285.20000000000005,47.53333333333334
8543,Male,17,Yes,Noisy,6.81,2.7,47.3,45.9,55.2,52.5,51.4,Pass,335.1,55.85
8677,Female,16,Yes,Moderate,4.77,2.1,35.2,35.7,32.3,26.3,31.9,Fail,233.9,38.98333333333333
6433,Male,17,Yes,Moderate,8.0,3.7,28.1,36.0,18.2,33.5,28.9,Fail,228.4,38.06666666666666
615,Male,17,Yes,Quiet,6.85,2.1,58.4,62.4,58.3,65.2,58.6,Pass,365.3,60.88333333333333
8448,Male,16,Yes,Noisy,6.71,0.0,71.1,52.8,45.3,58.4,54.7,Pass,332.7,55.45
2575,Female,18,Yes,Moderate,7.08,2.1,50.7,47.4,51.9,46.3,47.1,Fail,313.6,52.26666666666667
53,Female,16,No,Quiet,7.75,1.3,43.8,45.7,47.2,44.2,45.0,Fail,287.29999999999995,47.883333333333326
3340,Male,15,Yes,Quiet,8.37,3.9,59.1,46.9,54.8,59.4,52.1,Pass,334.40000000000003,55.73333333333334
7037,Male,17,Yes,Moderate,7.63,2.4,62.3,59.5,57.3,59.6,60.2,Pass,356.79999999999995,59.46666666666666
1705,Female,18,No,Noisy,6.95,4.1,55.9,45.3,45.9,60.3,54.2,Pass,343.4,57.23333333333333
9060,Female,17,Yes,Moderate,5.57,0.0,83.3,90.2,88.0,85.7,86.7,Pass,481.1,80.18333333333332
9352,Male,17,Yes,Quiet,7.15,2.3,68.4,70.8,58.4,62.1,69.0,Pass,405.8,67.63333333333333
1493,Female,16,Yes,Moderate,6.79,3.0,85.5,81.8,83.3,82.7,84.2,Pass,504.1,84.01666666666667
9963,Male,17,Yes,Noisy,6.05,0.5,65.2,64.2,64.9,58.3,63.3,Pass,391.0,65.16666666666667
5632,Female,18,Yes,Moderate,7.46,2.2,80.9,73.6,69.4,68.8,72.6,Pass,437.4,72.89999999999999
803,Male,17,Yes,Quiet,6.55,3.1,56.1,63.6,63.5,52.9,56.0,Pass,367.5,61.25
4953,Female,18,Yes,Moderate,7.01,4.0,32.7,54.0,57.6,63.4,54.4,Pass,348.3,58.05
6933,Female,17,Yes,Quiet,7.21,2.0,41.0,42.1,35.4,38.2,40.4,Fail,278.3,46.38333333333333
7104,Female,16,Yes,Quiet,6.71,5.5,48.0,62.5,56.1,41.3,54.6,Pass,331.9,55.31666666666666
990,Female,15,Yes,Moderate,6.99,0.0,47.0,49.1,36.4,40.5,45.9,Fail,286.9,47.81666666666666
2774,Female,15,Yes,Noisy,7.91,4.9,40.8,45.2,48.6,42.5,47.6,Fail,300.79999999999995,50.133333333333326
7470,Female,17,No,Moderate,7.79,3.2,44.6,59.3,36.9,38.6,47.5,Fail,296.5,49.41666666666666
6419,Male,18,Yes,Noisy,6.36,2.6,52.3,47.9,40.0,60.8,50.3,Pass,318.1,53.01666666666667
3513,Female,16,Yes,Noisy,7.85,3.4,49.1,54.5,37.0,53.9,48.1,Fail,296.0,49.333333333333336
5478,Female,16,Yes,Moderate,6.92,2.3,50.4,42.2,48.3,54.5,53.4,Pass,338.4,56.4
8400,Female,17,Yes,Moderate,8.78,3.8,42.2,46.2,54.8,32.7,43.0,Fail,282.1,47.01666666666666
219,Male,16,Yes,Moderate,5.98,1.9,42.7,34.0,26.2,46.7,35.9,Fail,252.50000000000003,42.083333333333336
6969,Male,17,Yes,Moderate,4.52,2.5,45.5,24.9,47.5,41.8,40.4,Fail,259.5,43.25
1288,Female,17,Yes,Noisy,5.42,2.4,67.8,69.3,67.4,83.8,73.4,Pass,436.30000000000007,72.71666666666668
3163,Male,16,Yes,Quiet,8.17,4.3,70.0,69.8,64.0,66.4,65.4,Pass,415.9,69.31666666666668
4678,Female,17,Yes,Moderate,7.35,1.4,37.7,45.7,53.6,52.8,47.8,Fail,323.5,53.91666666666666
2618,Male,18,Yes,Quiet,6.28,3.0,70.8,72.8,67.3,64.8,65.7,Pass,430.0,71.66666666666667
3612,Male,17,Yes,Moderate,6.14,2.8,40.8,39.8,25.7,25.1,32.7,Fail,246.6,41.1
43,Female,17,Yes,Quiet,7.51,3.4,43.9,44.3,34.7,40.7,39.9,Fail,250.2,41.7
8094,Male,16,Yes,Quiet,6.87,4.2,43.6,50.5,41.9,44.3,44.2,Fail,260.4,43.4
8372,Male,17,Yes,Quiet,7.3,5.0,57.7,49.2,50.1,40.1,46.5,Fail,309.3,51.55
3792,Male,16,Yes,Moderate,9.1,3.3,70.4,59.9,78.5,58.4,70.5,Pass,403.1,67.18333333333334
3571,Female,17,Yes,Moderate,5.26,3.3,66.9,62.9,63.3,62.4,64.0,Pass,384.1,64.01666666666667
9980,Female,15,Yes,Quiet,7.0,1.1,54.7,48.7,48.8,44.3,47.3,Fail,316.20000000000005,52.70000000000001
1503,Male,16,Yes,Moderate,5.55,2.2,53.3,65.6,61.6,37.8,56.4,Pass,347.9,57.98333333333333
5556,Male,17,Yes,Noisy,6.95,0.0,31.7,42.0,43.9,61.3,44.7,Fail,268.79999999999995,44.79999999999999
9830,Male,16,Yes,Moderate,8.52,0.0,29.4,56.3,56.1,37.7,45.9,Fail,293.2,48.86666666666667
3439,Male,18,Yes,Noisy,6.95,0.2,56.6,54.7,66.2,52.6,60.6,Pass,364.0,60.66666666666666
1892,Male,16,Yes,Moderate,7.16,1.9,63.5,53.4,55.6,56.9,53.8,Pass,334.1,55.68333333333333
9323,Male,18,Yes,Noisy,6.44,4.6,36.2,53.5,47.4,34.3,44.3,Fail,288.5,48.083333333333336
5255,Male,16,Yes,Moderate,4.96,3.1,34.9,20.9,17.1,23.1,27.5,Fail,200.1,33.35
1955,Male,16,Yes,Noisy,6.98,3.4,53.9,49.9,40.3,49.2,46.3,Fail,291.5,48.583333333333336
5167,Female,17,Yes,Quiet,6.48,1.7,23.3,27.1,33.2,40.9,32.4,Fail,230.3,38.38333333333333
4814,Female,16,Yes,Moderate,8.03,4.7,61.5,63.6,53.3,61.0,61.7,Pass,382.69999999999993,63.78333333333333
6264,Male,15,Yes,Quiet,5.38,4.1,34.8,38.0,43.5,32.6,40.4,Fail,278.0,46.333333333333336
1505,Male,15,Yes,Moderate,6.88,1.4,53.1,52.0,67.7,69.0,62.2,Pass,367.9,61.31666666666666
670,Male,17,Yes,Moderate,6.7,0.3,76.8,69.2,59.8,72.8,69.3,Pass,430.2000000000001,71.7
8907,Female,18,Yes,Noisy,7.63,2.2,57.9,59.4,52.2,56.5,56.3,Pass,360.3,60.05
7055,Male,15,Yes,Quiet,7.15,3.6,64.1,63.1,42.7,58.5,55.0,Pass,339.0,56.5
897,Female,16,Yes,Noisy,6.45,2.8,42.0,46.0,38.6,53.0,43.5,Fail,273.1,45.51666666666667
6178,Male,18,Yes,Moderate,6.65,2.1,62.7,49.4,45.8,32.4,44.6,Fail,285.0,47.5
2666,Female,17,Yes,Quiet,6.08,1.9,45.4,59.9,56.3,68.8,57.9,Pass,379.0,63.16666666666666
3193,Male,18,Yes,Quiet,7.02,2.7,24.9,24.7,34.1,36.1,30.8,Fail,228.5,38.083333333333336
2890,Female,16,Yes,Quiet,9.72,2.1,31.0,32.9,37.4,19.1,31.2,Fail,203.2,33.86666666666667
